movieId,title,genres,movie_idx,genre_(no genres listed),genre_Action,genre_Adventure,genre_Animation,genre_Children,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Fantasy,genre_Film-Noir,genre_Horror,genre_IMAX,genre_Musical,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Thriller,genre_War,genre_Western
2248,Say Anything... (1989),Comedy|Drama|Romance,1671,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2249,My Blue Heaven (1990),Comedy,1672,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2252,Hero (1992),Comedy|Drama,1673,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2253,Toys (1992),Comedy|Fantasy,1674,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2255,Young Doctors in Love (1982),Comedy,1675,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2256,Parasite (1982),Horror|Sci-Fi,1676,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2257,No Small Affair (1984),Comedy|Romance,1677,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2259,Blame It on Rio (1984),Comedy|Romance,1678,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2260,Wisdom (1986),Crime|Drama,1679,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2261,One Crazy Summer (1986),Comedy,1680,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2262,About Last Night... (1986),Comedy|Drama|Romance,1681,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2263,"Seventh Sign, The (1988)",Drama|Fantasy|Thriller,1682,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
2264,We're No Angels (1989),Comedy|Crime,1683,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2265,Nothing But Trouble (1991),Adventure|Comedy,1684,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2266,"Butcher's Wife, The (1991)",Comedy|Romance,1685,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2267,Mortal Thoughts (1991),Mystery|Thriller,1686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2268,"Few Good Men, A (1992)",Crime|Drama|Thriller,1687,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2269,Indecent Proposal (1993),Drama|Romance,1688,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2271,Permanent Midnight (1998),Drama,1689,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2272,One True Thing (1998),Drama,1690,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2273,Rush Hour (1998),Action|Comedy|Crime|Thriller,1691,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2275,Six-String Samurai (1998),Action|Adventure|Sci-Fi,1692,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2278,Ronin (1998),Action|Crime|Thriller,1693,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2279,Urban Legend (1998),Horror|Thriller,1694,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2280,Clay Pigeons (1998),Crime,1695,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2281,Monument Ave. (1998),Action|Crime|Drama,1696,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2282,Pecker (1998),Comedy|Drama,1697,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2283,"Sheltering Sky, The (1990)",Drama,1698,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2286,"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy,1699,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2287,Them! (1954),Horror|Sci-Fi|Thriller,1700,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,1701,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2289,"Player, The (1992)",Comedy|Crime|Drama,1702,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2290,Stardust Memories (1980),Comedy|Drama,1703,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2291,Edward Scissorhands (1990),Drama|Fantasy|Romance,1704,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
2292,Overnight Delivery (1998),Comedy|Romance,1705,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2294,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy,1706,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2295,"Impostors, The (1998)",Comedy,1707,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2296,"Night at the Roxbury, A (1998)",Comedy,1708,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2297,What Dreams May Come (1998),Adventure|Drama|Fantasy|Romance,1709,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
2298,Strangeland (1998),Thriller,1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2300,"Producers, The (1968)",Comedy,1711,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2301,History of the World: Part I (1981),Comedy|Musical,1712,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2302,My Cousin Vinny (1992),Comedy,1713,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2303,Nashville (1975),Drama|Musical,1714,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2304,Love Is the Devil (1998),Drama,1715,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2306,Holy Man (1998),Comedy,1716,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2307,One Tough Cop (1998),Action|Crime,1717,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2310,"Mighty, The (1998)",Drama,1718,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2311,2010: The Year We Make Contact (1984),Sci-Fi,1719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2312,Children of a Lesser God (1986),Drama,1720,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2313,"Elephant Man, The (1980)",Drama,1721,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2314,Beloved (1998),Drama,1722,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2315,Bride of Chucky (Child's Play 4) (1998),Comedy|Horror|Thriller,1723,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2316,Practical Magic (1998),Drama|Fantasy|Mystery|Romance,1724,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2318,Happiness (1998),Comedy|Drama,1725,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2320,Apt Pupil (1998),Drama|Thriller,1726,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2321,Pleasantville (1998),Comedy|Drama|Fantasy,1727,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2322,Soldier (1998),Action|Sci-Fi|War,1728,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2323,"Cruise, The (1998)",Documentary,1729,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,1730,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2325,Orgazmo (1997),Comedy,1731,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2327,Tales from the Darkside: The Movie (1990),Fantasy|Horror|Thriller,1732,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2328,Vampires (1998),Horror|Western,1733,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2329,American History X (1998),Crime|Drama,1734,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2330,Hands on a Hard Body (1996),Comedy|Documentary,1735,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2331,Living Out Loud (1998),Comedy|Drama|Romance,1736,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2332,Belly (1998),Crime|Drama,1737,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2333,Gods and Monsters (1998),Drama,1738,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2334,"Siege, The (1998)",Action|Thriller,1739,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2335,"Waterboy, The (1998)",Comedy,1740,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2336,Elizabeth (1998),Drama,1741,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2337,Velvet Goldmine (1998),Drama,1742,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2338,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller,1743,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2339,I'll Be Home For Christmas (1998),Comedy|Romance,1744,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2340,Meet Joe Black (1998),Romance,1745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2342,Hard Core Logo (1996),Comedy|Drama,1746,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2344,Runaway Train (1985),Action|Adventure|Drama|Thriller,1747,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2346,"Stepford Wives, The (1975)",Mystery|Sci-Fi|Thriller,1748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2347,"Pope of Greenwich Village, The (1984)",Drama,1749,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2348,Sid and Nancy (1986),Drama,1750,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2349,Mona Lisa (1986),Comedy|Thriller,1751,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2350,Heart Condition (1990),Comedy,1752,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2351,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama,1753,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2352,"Big Chill, The (1983)",Comedy|Drama,1754,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2353,Enemy of the State (1998),Action|Thriller,1755,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2354,"Rugrats Movie, The (1998)",Animation|Children|Comedy,1756,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2355,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy,1757,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2356,Celebrity (1998),Comedy,1758,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2357,Central Station (Central do Brasil) (1998),Drama,1759,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2358,Savior (1998),Drama|War,1760,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2359,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy,1761,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2360,"Celebration, The (Festen) (1998)",Drama,1762,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2361,Pink Flamingos (1972),Comedy,1763,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2362,Glen or Glenda (1953),Drama,1764,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2363,Godzilla (Gojira) (1954),Drama|Horror|Sci-Fi,1765,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2364,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)",Action|Horror|Sci-Fi|Thriller,1766,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi,1767,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2366,King Kong (1933),Action|Adventure|Fantasy|Horror,1768,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2367,King Kong (1976),Adventure|Fantasy|Romance|Sci-Fi|Thriller,1769,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
2368,King Kong Lives (1986),Adventure|Sci-Fi,1770,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2369,Desperately Seeking Susan (1985),Comedy|Drama|Romance,1771,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2370,"Emerald Forest, The (1985)",Action|Adventure|Drama,1772,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2371,Fletch (1985),Comedy|Crime|Mystery,1773,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2372,Fletch Lives (1989),Comedy,1774,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2373,Red Sonja (1985),Action|Adventure|Fantasy,1775,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2374,Gung Ho (1986),Comedy|Drama,1776,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2375,"Money Pit, The (1986)",Comedy,1777,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2376,"View to a Kill, A (1985)",Action|Adventure|Thriller,1778,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2377,Lifeforce (1985),Horror|Sci-Fi,1779,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2378,Police Academy (1984),Comedy|Crime,1780,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2379,Police Academy 2: Their First Assignment (1985),Comedy|Crime,1781,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2380,Police Academy 3: Back in Training (1986),Comedy|Crime,1782,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2381,Police Academy 4: Citizens on Patrol (1987),Comedy|Crime,1783,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2382,Police Academy 5: Assignment: Miami Beach (1988),Comedy|Crime,1784,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2383,Police Academy 6: City Under Siege (1989),Comedy|Crime,1785,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2384,Babe: Pig in the City (1998),Adventure|Children|Drama,1786,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2385,Home Fries (1998),Comedy|Romance,1787,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2387,Very Bad Things (1998),Comedy|Crime,1788,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2388,Steam: The Turkish Bath (Hamam) (1997),Drama|Romance,1789,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2389,Psycho (1998),Crime|Horror|Thriller,1790,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2390,Little Voice (1998),Comedy,1791,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2391,"Simple Plan, A (1998)",Crime|Drama|Thriller,1792,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2392,Jack Frost (1998),Children|Comedy|Drama,1793,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2393,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi,1794,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2394,"Prince of Egypt, The (1998)",Animation|Musical,1795,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2395,Rushmore (1998),Comedy|Drama,1796,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2396,Shakespeare in Love (1998),Comedy|Drama|Romance,1797,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2398,Miracle on 34th Street (1947),Comedy|Drama,1798,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2399,Santa Claus: The Movie (1985),Adventure|Children|Fantasy,1799,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2400,Prancer (1989),Children|Drama|Fantasy,1800,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2401,Pale Rider (1985),Western,1801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2402,Rambo: First Blood Part II (1985),Action|Adventure|Thriller,1802,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2403,First Blood (Rambo: First Blood) (1982),Action|Adventure|Drama|Thriller,1803,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2404,Rambo III (1988),Action|Adventure|Thriller|War,1804,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2405,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance,1805,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,1806,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2407,Cocoon (1985),Comedy|Sci-Fi,1807,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2408,Cocoon: The Return (1988),Comedy|Sci-Fi,1808,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2409,Rocky II (1979),Action|Drama,1809,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2410,Rocky III (1982),Action|Drama,1810,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2411,Rocky IV (1985),Action|Drama,1811,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2412,Rocky V (1990),Action|Drama,1812,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2413,Clue (1985),Comedy|Crime|Mystery|Thriller,1813,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2414,Young Sherlock Holmes (1985),Action|Adventure|Children|Fantasy|Mystery|Thriller,1814,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2415,Violets Are Blue... (1986),Drama|Romance,1815,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2416,Back to School (1986),Comedy,1816,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2417,Heartburn (1986),Comedy|Drama,1817,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2418,Nothing in Common (1986),Comedy,1818,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2419,Extremities (1986),Drama|Thriller,1819,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2420,"Karate Kid, The (1984)",Drama,1820,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2421,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama,1821,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2422,"Karate Kid, Part III, The (1989)",Action|Adventure|Children|Drama,1822,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy,1823,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2424,You've Got Mail (1998),Comedy|Romance,1824,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2425,"General, The (1998)",Crime,1825,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2427,"Thin Red Line, The (1998)",Action|Drama|War,1826,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2428,"Faculty, The (1998)",Horror|Sci-Fi,1827,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2429,Mighty Joe Young (1998),Action|Adventure|Drama|Fantasy|Thriller,1828,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
2430,Mighty Joe Young (1949),Adventure|Children|Drama,1829,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2431,Patch Adams (1998),Comedy|Drama,1830,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2432,Stepmom (1998),Drama,1831,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2433,"Civil Action, A (1998)",Drama,1832,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2435,Hurlyburly (1998),Drama,1833,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2436,Tea with Mussolini (1999),Comedy|Drama|War,1834,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2439,Affliction (1997),Drama,1835,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2442,Hilary and Jackie (1998),Drama,1836,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2443,Playing by Heart (1998),Drama|Romance,1837,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2445,At First Sight (1999),Drama,1838,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2446,In Dreams (1999),Horror|Thriller,1839,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2447,Varsity Blues (1999),Comedy|Drama,1840,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2448,Virus (1999),Horror|Sci-Fi,1841,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2450,Howard the Duck (1986),Adventure|Comedy|Sci-Fi,1842,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2451,"Gate, The (1987)",Horror,1843,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2453,"Boy Who Could Fly, The (1986)",Drama|Fantasy,1844,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2454,"Fly, The (1958)",Horror|Mystery|Sci-Fi,1845,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2455,"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller,1846,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
2456,"Fly II, The (1989)",Horror|Sci-Fi,1847,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2457,Running Scared (1986),Action|Comedy,1848,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2458,Armed and Dangerous (1986),Comedy|Crime,1849,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2459,"Texas Chainsaw Massacre, The (1974)",Horror,1850,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2460,"Texas Chainsaw Massacre 2, The (1986)",Horror,1851,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2462,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),Horror,1852,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2463,Ruthless People (1986),Comedy,1853,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2465,Deadly Friend (1986),Horror,1854,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2467,"Name of the Rose, The (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller,1855,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
2468,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller,1856,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2469,Peggy Sue Got Married (1986),Comedy|Drama,1857,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2470,Crocodile Dundee (1986),Adventure|Comedy,1858,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2471,Crocodile Dundee II (1988),Action|Adventure|Comedy,1859,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2472,Tough Guys (1986),Comedy,1860,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2473,Soul Man (1986),Comedy,1861,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2474,"Color of Money, The (1986)",Drama,1862,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2475,52 Pick-Up (1986),Action|Mystery|Thriller,1863,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2476,Heartbreak Ridge (1986),Action|War,1864,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2477,Firewalker (1986),Adventure,1865,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2478,¡Three Amigos! (1986),Comedy|Western,1866,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2481,My Name Is Joe (1998),Drama|Romance,1867,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2482,Still Crazy (1998),Comedy|Romance,1868,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2483,"Day of the Beast, The (Día de la Bestia, El) (1995)",Adventure|Comedy|Thriller,1869,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2485,She's All That (1999),Comedy|Romance,1870,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2488,Peeping Tom (1960),Drama|Horror|Thriller,1871,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
